country,country_code_2_digit,country_code_3_digit,population,reported_date,source,ecdc_year_week,week_start_date,week_end_date,new_ICU_admissions_count,new_hospital_admissions_count
Germany,DE,DEU,83019213,2023-03-12,ECDC database compiled from public online sources,2023-W10,2023-03-05,2023-03-11,,8
Germany,DE,DEU,83019213,2023-03-05,ECDC database compiled from public online sources,2023-W09,2023-02-26,2023-03-04,,9
Germany,DE,DEU,83019213,2023-02-26,ECDC database compiled from public online sources,2023-W08,2023-02-19,2023-02-25,,11
Germany,DE,DEU,83019213,2023-02-19,ECDC database compiled from public online sources,2023-W07,2023-02-12,2023-02-18,,10
Germany,DE,DEU,83019213,2023-02-12,ECDC database compiled from public online sources,2023-W06,2023-02-05,2023-02-11,,8
Germany,DE,DEU,83019213,2023-02-05,ECDC database compiled from public online sources,2023-W05,2023-01-29,2023-02-04,,7
Germany,DE,DEU,83019213,2023-01-29,ECDC database compiled from public online sources,2023-W04,2023-01-22,2023-01-28,,6
Germany,DE,DEU,83019213,2023-01-22,ECDC database compiled from public online sources,2023-W03,2023-01-15,2023-01-21,,5
Germany,DE,DEU,83019213,2023-01-15,ECDC database compiled from public online sources,2023-W02,2023-01-08,2023-01-14,,7
Germany,DE,DEU,83019213,2023-01-08,ECDC database compiled from public online sources,2023-W01,2023-01-01,2023-01-07,,10
Germany,DE,DEU,83019213,2023-01-01,ECDC database compiled from public online sources,2022-W52,2022-12-18,2022-12-24,,12
Germany,DE,DEU,83019213,2022-12-25,ECDC database compiled from public online sources,2022-W51,2022-12-11,2022-12-17,,16
Germany,DE,DEU,83019213,2022-12-18,ECDC database compiled from public online sources,2022-W50,2022-12-04,2022-12-10,,15
Germany,DE,DEU,83019213,2022-12-11,ECDC database compiled from public online sources,2022-W49,2022-11-27,2022-12-03,,12
Germany,DE,DEU,83019213,2022-12-04,ECDC database compiled from public online sources,2022-W48,2022-11-20,2022-11-26,,11
Germany,DE,DEU,83019213,2022-11-27,ECDC database compiled from public online sources,2022-W47,2022-11-13,2022-11-19,,9
Germany,DE,DEU,83019213,2022-11-20,ECDC database compiled from public online sources,2022-W46,2022-11-06,2022-11-12,,8
Germany,DE,DEU,83019213,2022-11-13,ECDC database compiled from public online sources,2022-W45,2022-10-30,2022-11-05,,8
Germany,DE,DEU,83019213,2022-11-06,ECDC database compiled from public online sources,2022-W44,2022-10-23,2022-10-29,,10
Germany,DE,DEU,83019213,2022-10-30,ECDC database compiled from public online sources,2022-W43,2022-10-16,2022-10-22,,14
Germany,DE,DEU,83019213,2022-10-23,ECDC database compiled from public online sources,2022-W42,2022-10-09,2022-10-15,,19
Germany,DE,DEU,83019213,2022-10-16,ECDC database compiled from public online sources,2022-W41,2022-10-02,2022-10-08,,21
Germany,DE,DEU,83019213,2022-10-09,ECDC database compiled from public online sources,2022-W40,2022-09-25,2022-10-01,,18
Germany,DE,DEU,83019213,2022-10-02,ECDC database compiled from public online sources,2022-W39,2022-09-18,2022-09-24,,13
Germany,DE,DEU,83019213,2022-09-25,ECDC database compiled from public online sources,2022-W38,2022-09-11,2022-09-17,,8
Germany,DE,DEU,83019213,2022-09-18,ECDC database compiled from public online sources,2022-W37,2022-09-04,2022-09-10,,5
Germany,DE,DEU,83019213,2022-09-11,ECDC database compiled from public online sources,2022-W36,2022-08-28,2022-09-03,,5
Germany,DE,DEU,83019213,2022-09-04,ECDC database compiled from public online sources,2022-W35,2022-08-21,2022-08-27,,5
Germany,DE,DEU,83019213,2022-08-28,ECDC database compiled from public online sources,2022-W34,2022-08-14,2022-08-20,,6
Germany,DE,DEU,83019213,2022-08-21,ECDC database compiled from public online sources,2022-W33,2022-08-07,2022-08-13,,7
Germany,DE,DEU,83019213,2022-08-14,ECDC database compiled from public online sources,2022-W32,2022-07-31,2022-08-06,,8
Germany,DE,DEU,83019213,2022-08-07,ECDC database compiled from public online sources,2022-W31,2022-07-24,2022-07-30,,9
Germany,DE,DEU,83019213,2022-07-31,ECDC database compiled from public online sources,2022-W30,2022-07-17,2022-07-23,,11
Germany,DE,DEU,83019213,2022-07-24,ECDC database compiled from public online sources,2022-W29,2022-07-10,2022-07-16,,13
Germany,DE,DEU,83019213,2022-07-17,ECDC database compiled from public online sources,2022-W28,2022-07-03,2022-07-09,,12
Germany,DE,DEU,83019213,2022-07-10,ECDC database compiled from public online sources,2022-W27,2022-06-26,2022-07-02,,10
Germany,DE,DEU,83019213,2022-07-03,ECDC database compiled from public online sources,2022-W26,2022-06-19,2022-06-25,,9
Germany,DE,DEU,83019213,2022-06-26,ECDC database compiled from public online sources,2022-W25,2022-06-12,2022-06-18,,8
Germany,DE,DEU,83019213,2022-06-19,ECDC database compiled from public online sources,2022-W24,2022-06-05,2022-06-11,,6
Germany,DE,DEU,83019213,2022-06-12,ECDC database compiled from public online sources,2022-W23,2022-05-29,2022-06-04,,4
Germany,DE,DEU,83019213,2022-06-05,ECDC database compiled from public online sources,2022-W22,2022-05-22,2022-05-28,,3
Germany,DE,DEU,83019213,2022-05-29,ECDC database compiled from public online sources,2022-W21,2022-05-15,2022-05-21,,3
Germany,DE,DEU,83019213,2022-05-22,ECDC database compiled from public online sources,2022-W20,2022-05-08,2022-05-14,,4
Germany,DE,DEU,83019213,2022-05-15,ECDC database compiled from public online sources,2022-W19,2022-05-01,2022-05-07,,5
Germany,DE,DEU,83019213,2022-05-08,ECDC database compiled from public online sources,2022-W18,2022-04-24,2022-04-30,,6
Germany,DE,DEU,83019213,2022-05-01,ECDC database compiled from public online sources,2022-W17,2022-04-17,2022-04-23,,7
Germany,DE,DEU,83019213,2022-04-24,ECDC database compiled from public online sources,2022-W16,2022-04-10,2022-04-16,,9
Germany,DE,DEU,83019213,2022-04-17,ECDC database compiled from public online sources,2022-W15,2022-04-03,2022-04-09,,9
Germany,DE,DEU,83019213,2022-04-10,ECDC database compiled from public online sources,2022-W14,2022-03-27,2022-04-02,,11
Germany,DE,DEU,83019213,2022-04-03,ECDC database compiled from public online sources,2022-W13,2022-03-20,2022-03-26,,13
Germany,DE,DEU,83019213,2022-03-27,ECDC database compiled from public online sources,2022-W12,2022-03-13,2022-03-19,,14
Germany,DE,DEU,83019213,2022-03-20,ECDC database compiled from public online sources,2022-W11,2022-03-06,2022-03-12,,15
Germany,DE,DEU,83019213,2022-03-13,ECDC database compiled from public online sources,2022-W10,2022-02-27,2022-03-05,,13
Germany,DE,DEU,83019213,2022-03-06,ECDC database compiled from public online sources,2022-W09,2022-02-20,2022-02-26,,12
Germany,DE,DEU,83019213,2022-02-27,ECDC database compiled from public online sources,2022-W08,2022-02-13,2022-02-19,,12
Germany,DE,DEU,83019213,2022-02-20,ECDC database compiled from public online sources,2022-W07,2022-02-06,2022-02-12,,12
Germany,DE,DEU,83019213,2022-02-13,ECDC database compiled from public online sources,2022-W06,2022-01-30,2022-02-05,,12
Germany,DE,DEU,83019213,2022-02-06,ECDC database compiled from public online sources,2022-W05,2022-01-23,2022-01-29,,12
Germany,DE,DEU,83019213,2022-01-30,ECDC database compiled from public online sources,2022-W04,2022-01-16,2022-01-22,,10
Germany,DE,DEU,83019213,2022-01-23,ECDC database compiled from public online sources,2022-W03,2022-01-09,2022-01-15,,8
Germany,DE,DEU,83019213,2022-01-16,ECDC database compiled from public online sources,2022-W02,2022-01-02,2022-01-08,,6
Germany,DE,DEU,83019213,2022-01-09,ECDC database compiled from public online sources,2022-W01,2022-01-01,2022-01-01,,6
Germany,DE,DEU,83019213,2022-01-02,ECDC database compiled from public online sources,2021-W52,2021-12-19,2021-12-25,,6
Germany,DE,DEU,83019213,2021-12-26,ECDC database compiled from public online sources,2021-W51,2021-12-12,2021-12-18,,6
Germany,DE,DEU,83019213,2021-12-19,ECDC database compiled from public online sources,2021-W50,2021-12-05,2021-12-11,,9
Germany,DE,DEU,83019213,2021-12-12,ECDC database compiled from public online sources,2021-W49,2021-11-28,2021-12-04,,11
Germany,DE,DEU,83019213,2021-12-05,ECDC database compiled from public online sources,2021-W48,2021-11-21,2021-11-27,,12
Germany,DE,DEU,83019213,2021-11-28,ECDC database compiled from public online sources,2021-W47,2021-11-14,2021-11-20,,13
Germany,DE,DEU,83019213,2021-11-21,ECDC database compiled from public online sources,2021-W46,2021-11-07,2021-11-13,,12
Germany,DE,DEU,83019213,2021-11-14,ECDC database compiled from public online sources,2021-W45,2021-10-31,2021-11-06,,10
Germany,DE,DEU,83019213,2021-11-07,ECDC database compiled from public online sources,2021-W44,2021-10-24,2021-10-30,,11
Germany,DE,DEU,83019213,2021-10-31,ECDC database compiled from public online sources,2021-W43,2021-10-17,2021-10-23,,11
Germany,DE,DEU,83019213,2021-10-24,ECDC database compiled from public online sources,2021-W42,2021-10-10,2021-10-16,,9
Germany,DE,DEU,83019213,2021-10-17,ECDC database compiled from public online sources,2021-W41,2021-10-03,2021-10-09,,6
Germany,DE,DEU,83019213,2021-10-10,ECDC database compiled from public online sources,2021-W40,2021-09-26,2021-10-02,,5
Germany,DE,DEU,83019213,2021-10-03,ECDC database compiled from public online sources,2021-W39,2021-09-19,2021-09-25,,5
Germany,DE,DEU,83019213,2021-09-26,ECDC database compiled from public online sources,2021-W38,2021-09-12,2021-09-18,,5
Germany,DE,DEU,83019213,2021-09-19,ECDC database compiled from public online sources,2021-W37,2021-09-05,2021-09-11,,5
Germany,DE,DEU,83019213,2021-09-12,ECDC database compiled from public online sources,2021-W36,2021-08-29,2021-09-04,,6
Germany,DE,DEU,83019213,2021-09-05,ECDC database compiled from public online sources,2021-W35,2021-08-22,2021-08-28,,6
Germany,DE,DEU,83019213,2021-08-29,ECDC database compiled from public online sources,2021-W34,2021-08-15,2021-08-21,,6
Germany,DE,DEU,83019213,2021-08-22,ECDC database compiled from public online sources,2021-W33,2021-08-08,2021-08-14,,4
Germany,DE,DEU,83019213,2021-08-15,ECDC database compiled from public online sources,2021-W32,2021-08-01,2021-08-07,,3
Germany,DE,DEU,83019213,2021-08-08,ECDC database compiled from public online sources,2021-W31,2021-07-25,2021-07-31,,2
Germany,DE,DEU,83019213,2021-08-01,ECDC database compiled from public online sources,2021-W30,2021-07-18,2021-07-24,,1
Germany,DE,DEU,83019213,2021-07-25,ECDC database compiled from public online sources,2021-W29,2021-07-11,2021-07-17,,1
Germany,DE,DEU,83019213,2021-07-18,ECDC database compiled from public online sources,2021-W28,2021-07-04,2021-07-10,,0
Germany,DE,DEU,83019213,2021-07-11,ECDC database compiled from public online sources,2021-W27,2021-06-27,2021-07-03,,0
Germany,DE,DEU,83019213,2021-07-04,ECDC database compiled from public online sources,2021-W26,2021-06-20,2021-06-26,,0
Germany,DE,DEU,83019213,2021-06-27,ECDC database compiled from public online sources,2021-W25,2021-06-13,2021-06-19,,0
Germany,DE,DEU,83019213,2021-06-20,ECDC database compiled from public online sources,2021-W24,2021-06-06,2021-06-12,,1
Germany,DE,DEU,83019213,2021-06-13,ECDC database compiled from public online sources,2021-W23,2021-05-30,2021-06-05,,1
Germany,DE,DEU,83019213,2021-06-06,ECDC database compiled from public online sources,2021-W22,2021-05-23,2021-05-29,,2
Germany,DE,DEU,83019213,2021-05-30,ECDC database compiled from public online sources,2021-W21,2021-05-16,2021-05-22,,3
Germany,DE,DEU,83019213,2021-05-23,ECDC database compiled from public online sources,2021-W20,2021-05-09,2021-05-15,,5
Germany,DE,DEU,83019213,2021-05-16,ECDC database compiled from public online sources,2021-W19,2021-05-02,2021-05-08,,7
Germany,DE,DEU,83019213,2021-05-09,ECDC database compiled from public online sources,2021-W18,2021-04-25,2021-05-01,,10
Germany,DE,DEU,83019213,2021-05-02,ECDC database compiled from public online sources,2021-W17,2021-04-18,2021-04-24,,13
Germany,DE,DEU,83019213,2021-04-25,ECDC database compiled from public online sources,2021-W16,2021-04-11,2021-04-17,,15
Germany,DE,DEU,83019213,2021-04-18,ECDC database compiled from public online sources,2021-W15,2021-04-04,2021-04-10,,15
Germany,DE,DEU,83019213,2021-04-11,ECDC database compiled from public online sources,2021-W14,2021-03-28,2021-04-03,,15
Germany,DE,DEU,83019213,2021-04-04,ECDC database compiled from public online sources,2021-W13,2021-03-21,2021-03-27,,13
Germany,DE,DEU,83019213,2021-03-28,ECDC database compiled from public online sources,2021-W12,2021-03-14,2021-03-20,,13
Germany,DE,DEU,83019213,2021-03-21,ECDC database compiled from public online sources,2021-W11,2021-03-07,2021-03-13,,11
Germany,DE,DEU,83019213,2021-03-14,ECDC database compiled from public online sources,2021-W10,2021-02-28,2021-03-06,,9
Germany,DE,DEU,83019213,2021-03-07,ECDC database compiled from public online sources,2021-W09,2021-02-21,2021-02-27,,8
Germany,DE,DEU,83019213,2021-02-28,ECDC database compiled from public online sources,2021-W08,2021-02-14,2021-02-20,,9
Germany,DE,DEU,83019213,2021-02-21,ECDC database compiled from public online sources,2021-W07,2021-02-07,2021-02-13,,9
Germany,DE,DEU,83019213,2021-02-14,ECDC database compiled from public online sources,2021-W06,2021-01-31,2021-02-06,,10
Germany,DE,DEU,83019213,2021-02-07,ECDC database compiled from public online sources,2021-W05,2021-01-24,2021-01-30,,12
Germany,DE,DEU,83019213,2021-01-31,ECDC database compiled from public online sources,2021-W04,2021-01-17,2021-01-23,,14
Germany,DE,DEU,83019213,2021-01-24,ECDC database compiled from public online sources,2021-W03,2021-01-10,2021-01-16,,17
Germany,DE,DEU,83019213,2021-01-17,ECDC database compiled from public online sources,2021-W02,2021-01-03,2021-01-09,,18
Germany,DE,DEU,83019213,2021-01-10,ECDC database compiled from public online sources,2021-W01,2021-01-01,2021-01-02,,20
Germany,DE,DEU,83019213,2021-01-03,ECDC database compiled from public online sources,2020-W53,2020-12-27,2020-12-31,,20
Germany,DE,DEU,83019213,2020-12-27,ECDC database compiled from public online sources,2020-W52,2020-12-20,2020-12-26,,20
Germany,DE,DEU,83019213,2020-12-20,ECDC database compiled from public online sources,2020-W51,2020-12-13,2020-12-19,,23
Germany,DE,DEU,83019213,2020-12-13,ECDC database compiled from public online sources,2020-W50,2020-12-06,2020-12-12,,21
Germany,DE,DEU,83019213,2020-12-06,ECDC database compiled from public online sources,2020-W49,2020-11-29,2020-12-05,,18
Germany,DE,DEU,83019213,2020-11-29,ECDC database compiled from public online sources,2020-W48,2020-11-22,2020-11-28,,16
Germany,DE,DEU,83019213,2020-11-22,ECDC database compiled from public online sources,2020-W47,2020-11-15,2020-11-21,,15
Germany,DE,DEU,83019213,2020-11-15,ECDC database compiled from public online sources,2020-W46,2020-11-08,2020-11-14,,14
Germany,DE,DEU,83019213,2020-11-08,ECDC database compiled from public online sources,2020-W45,2020-11-01,2020-11-07,,13
Germany,DE,DEU,83019213,2020-11-01,ECDC database compiled from public online sources,2020-W44,2020-10-25,2020-10-31,,11
Germany,DE,DEU,83019213,2020-10-25,ECDC database compiled from public online sources,2020-W43,2020-10-18,2020-10-24,,8
Germany,DE,DEU,83019213,2020-10-18,ECDC database compiled from public online sources,2020-W42,2020-10-11,2020-10-17,,4
Germany,DE,DEU,83019213,2020-10-11,ECDC database compiled from public online sources,2020-W41,2020-10-04,2020-10-10,,3
Germany,DE,DEU,83019213,2020-10-04,ECDC database compiled from public online sources,2020-W40,2020-09-27,2020-10-03,,1
Germany,DE,DEU,83019213,2020-09-27,ECDC database compiled from public online sources,2020-W39,2020-09-20,2020-09-26,,1
Germany,DE,DEU,83019213,2020-09-20,ECDC database compiled from public online sources,2020-W38,2020-09-13,2020-09-19,,1
Germany,DE,DEU,83019213,2020-09-13,ECDC database compiled from public online sources,2020-W37,2020-09-06,2020-09-12,,0
Germany,DE,DEU,83019213,2020-09-06,ECDC database compiled from public online sources,2020-W36,2020-08-30,2020-09-05,,0
Germany,DE,DEU,83019213,2020-08-30,ECDC database compiled from public online sources,2020-W35,2020-08-23,2020-08-29,,0
Germany,DE,DEU,83019213,2020-08-23,ECDC database compiled from public online sources,2020-W34,2020-08-16,2020-08-22,,0
Germany,DE,DEU,83019213,2020-08-16,ECDC database compiled from public online sources,2020-W33,2020-08-09,2020-08-15,,0
Germany,DE,DEU,83019213,2020-08-09,ECDC database compiled from public online sources,2020-W32,2020-08-02,2020-08-08,,0
Germany,DE,DEU,83019213,2020-08-02,ECDC database compiled from public online sources,2020-W31,2020-07-26,2020-08-01,,0
Germany,DE,DEU,83019213,2020-07-26,ECDC database compiled from public online sources,2020-W30,2020-07-19,2020-07-25,,0
Germany,DE,DEU,83019213,2020-07-19,ECDC database compiled from public online sources,2020-W29,2020-07-12,2020-07-18,,0
Germany,DE,DEU,83019213,2020-07-12,ECDC database compiled from public online sources,2020-W28,2020-07-05,2020-07-11,,0
Germany,DE,DEU,83019213,2020-07-05,ECDC database compiled from public online sources,2020-W27,2020-06-28,2020-07-04,,0
Germany,DE,DEU,83019213,2020-06-28,ECDC database compiled from public online sources,2020-W26,2020-06-21,2020-06-27,,0
Germany,DE,DEU,83019213,2020-06-21,ECDC database compiled from public online sources,2020-W25,2020-06-14,2020-06-20,,0
Germany,DE,DEU,83019213,2020-06-14,ECDC database compiled from public online sources,2020-W24,2020-06-07,2020-06-13,,0
Germany,DE,DEU,83019213,2020-06-07,ECDC database compiled from public online sources,2020-W23,2020-05-31,2020-06-06,,0
Germany,DE,DEU,83019213,2020-05-31,ECDC database compiled from public online sources,2020-W22,2020-05-24,2020-05-30,,0
Germany,DE,DEU,83019213,2020-05-24,ECDC database compiled from public online sources,2020-W21,2020-05-17,2020-05-23,,0
Germany,DE,DEU,83019213,2020-05-17,ECDC database compiled from public online sources,2020-W20,2020-05-10,2020-05-16,,1
Germany,DE,DEU,83019213,2020-05-10,ECDC database compiled from public online sources,2020-W19,2020-05-03,2020-05-09,,2
Germany,DE,DEU,83019213,2020-05-03,ECDC database compiled from public online sources,2020-W18,2020-04-26,2020-05-02,,2
Germany,DE,DEU,83019213,2020-04-26,ECDC database compiled from public online sources,2020-W17,2020-04-19,2020-04-25,,4
Germany,DE,DEU,83019213,2020-04-19,ECDC database compiled from public online sources,2020-W16,2020-04-12,2020-04-18,,6
Germany,DE,DEU,83019213,2020-04-12,ECDC database compiled from public online sources,2020-W15,2020-04-05,2020-04-11,,8
Germany,DE,DEU,83019213,2020-04-05,ECDC database compiled from public online sources,2020-W14,2020-03-29,2020-04-04,,11
Germany,DE,DEU,83019213,2020-03-29,ECDC database compiled from public online sources,2020-W13,2020-03-22,2020-03-28,,10
Germany,DE,DEU,83019213,2020-03-22,ECDC database compiled from public online sources,2020-W12,2020-03-15,2020-03-21,,5
Germany,DE,DEU,83019213,2020-03-15,ECDC database compiled from public online sources,2020-W11,2020-03-08,2020-03-14,,1
Germany,DE,DEU,83019213,2020-03-08,ECDC database compiled from public online sources,2020-W10,2020-03-01,2020-03-07,,0
Germany,DE,DEU,83019213,2020-03-01,ECDC database compiled from public online sources,2020-W09,2020-02-23,2020-02-29,,0
Germany,DE,DEU,83019213,2020-02-23,ECDC database compiled from public online sources,2020-W08,2020-02-16,2020-02-22,,0
Germany,DE,DEU,83019213,2020-02-16,ECDC database compiled from public online sources,2020-W07,2020-02-09,2020-02-15,,0
Germany,DE,DEU,83019213,2020-02-09,ECDC database compiled from public online sources,2020-W06,2020-02-02,2020-02-08,,0
Germany,DE,DEU,83019213,2020-02-02,ECDC database compiled from public online sources,2020-W05,2020-01-26,2020-02-01,,0
Germany,DE,DEU,83019213,2020-01-26,ECDC database compiled from public online sources,2020-W04,2020-01-19,2020-01-25,,0
Germany,DE,DEU,83019213,2020-01-19,ECDC database compiled from public online sources,2020-W03,2020-01-12,2020-01-18,,0
Germany,DE,DEU,83019213,2020-01-12,ECDC database compiled from public online sources,2020-W02,2020-01-05,2020-01-11,,0
Germany,DE,DEU,83019213,2020-01-05,ECDC database compiled from public online sources,2020-W01,2020-01-01,2020-01-04,,0
Greece,EL,GRC,10724599,2023-09-03,TESSy RESPISEVERE,2023-W35,2023-08-27,2023-09-02,0,5
Greece,EL,GRC,10724599,2023-08-27,TESSy RESPISEVERE,2023-W34,2023-08-20,2023-08-26,0,6
Greece,EL,GRC,10724599,2023-08-20,TESSy RESPISEVERE,2023-W33,2023-08-13,2023-08-19,0,6
Greece,EL,GRC,10724599,2023-08-13,TESSy RESPISEVERE,2023-W32,2023-08-06,2023-08-12,0,5
Greece,EL,GRC,10724599,2023-08-06,TESSy RESPISEVERE,2023-W31,2023-07-30,2023-08-05,0,4
Greece,EL,GRC,10724599,2023-07-30,TESSy RESPISEVERE,2023-W30,2023-07-23,2023-07-29,0,3
Greece,EL,GRC,10724599,2023-07-23,TESSy RESPISEVERE,2023-W29,2023-07-16,2023-07-22,0,2
Greece,EL,GRC,10724599,2023-07-16,TESSy RESPISEVERE,2023-W28,2023-07-09,2023-07-15,0,2
Greece,EL,GRC,10724599,2023-07-09,TESSy RESPISEVERE,2023-W27,2023-07-02,2023-07-08,0,1
Greece,EL,GRC,10724599,2023-07-02,TESSy RESPISEVERE,2023-W26,2023-06-25,2023-07-01,0,1
Greece,EL,GRC,10724599,2023-06-25,TESSy RESPISEVERE,2023-W25,2023-06-18,2023-06-24,0,2
Greece,EL,GRC,10724599,2023-06-18,TESSy RESPISEVERE,2023-W24,2023-06-11,2023-06-17,0,2
Greece,EL,GRC,10724599,2023-06-11,TESSy RESPISEVERE,2023-W23,2023-06-04,2023-06-10,0,3
Greece,EL,GRC,10724599,2023-06-04,TESSy RESPISEVERE,2023-W22,2023-05-28,2023-06-03,0,4
Greece,EL,GRC,10724599,2023-05-28,TESSy RESPISEVERE,2023-W21,2023-05-21,2023-05-27,0,6
Greece,EL,GRC,10724599,2023-05-21,TESSy RESPISEVERE,2023-W20,2023-05-14,2023-05-20,0,6
Greece,EL,GRC,10724599,2023-05-14,TESSy RESPISEVERE,2023-W19,2023-05-07,2023-05-13,0,5
Greece,EL,GRC,10724599,2023-05-07,TESSy RESPISEVERE,2023-W18,2023-04-30,2023-05-06,0,6
Greece,EL,GRC,10724599,2023-04-30,TESSy RESPISEVERE,2023-W17,2023-04-23,2023-04-29,0,6
Greece,EL,GRC,10724599,2023-04-23,TESSy RESPISEVERE,2023-W16,2023-04-16,2023-04-22,0,7
Greece,EL,GRC,10724599,2023-04-16,TESSy RESPISEVERE,2023-W15,2023-04-09,2023-04-15,0,6
Greece,EL,GRC,10724599,2023-04-09,TESSy RESPISEVERE,2023-W14,2023-04-02,2023-04-08,0,6
Greece,EL,GRC,10724599,2023-04-02,TESSy RESPISEVERE,2023-W13,2023-03-26,2023-04-01,0,6
Greece,EL,GRC,10724599,2023-03-26,TESSy RESPISEVERE,2023-W12,2023-03-19,2023-03-25,0,6
Greece,EL,GRC,10724599,2023-03-19,TESSy RESPISEVERE,2023-W11,2023-03-12,2023-03-18,0,6
Greece,EL,GRC,10724599,2023-03-12,TESSy RESPISEVERE,2023-W10,2023-03-05,2023-03-11,0,7
Greece,EL,GRC,10724599,2023-03-05,TESSy RESPISEVERE,2023-W09,2023-02-26,2023-03-04,0,8
Greece,EL,GRC,10724599,2023-02-26,TESSy RESPISEVERE,2023-W08,2023-02-19,2023-02-25,0,10
Greece,EL,GRC,10724599,2023-02-19,TESSy RESPISEVERE,2023-W07,2023-02-12,2023-02-18,0,9
Greece,EL,GRC,10724599,2023-02-12,TESSy RESPISEVERE,2023-W06,2023-02-05,2023-02-11,0,8
Greece,EL,GRC,10724599,2023-02-05,TESSy RESPISEVERE,2023-W05,2023-01-29,2023-02-04,0,9
Greece,EL,GRC,10724599,2023-01-29,TESSy RESPISEVERE,2023-W04,2023-01-22,2023-01-28,0,10
Greece,EL,GRC,10724599,2023-01-22,TESSy RESPISEVERE,2023-W03,2023-01-15,2023-01-21,0,14
Greece,EL,GRC,10724599,2023-01-15,TESSy RESPISEVERE,2023-W02,2023-01-08,2023-01-14,0,16
Greece,EL,GRC,10724599,2023-01-08,TESSy RESPISEVERE,2023-W01,2023-01-01,2023-01-07,0,15
Greece,EL,GRC,10724599,2023-01-01,TESSy RESPISEVERE,2022-W52,2022-12-18,2022-12-24,0,14
Greece,EL,GRC,10724599,2022-12-25,TESSy RESPISEVERE,2022-W51,2022-12-11,2022-12-17,0,11
Greece,EL,GRC,10724599,2022-12-18,TESSy RESPISEVERE,2022-W50,2022-12-04,2022-12-10,0,12
Greece,EL,GRC,10724599,2022-12-11,TESSy RESPISEVERE,2022-W49,2022-11-27,2022-12-03,0,13
Greece,EL,GRC,10724599,2022-12-04,TESSy RESPISEVERE,2022-W48,2022-11-20,2022-11-26,0,11
Greece,EL,GRC,10724599,2022-11-27,TESSy RESPISEVERE,2022-W47,2022-11-13,2022-11-19,0,12
Greece,EL,GRC,10724599,2022-11-20,TESSy RESPISEVERE,2022-W46,2022-11-06,2022-11-12,0,13
Greece,EL,GRC,10724599,2022-11-13,TESSy RESPISEVERE,2022-W45,2022-10-30,2022-11-05,0,12
Greece,EL,GRC,10724599,2022-11-06,TESSy RESPISEVERE,2022-W44,2022-10-23,2022-10-29,0,13
Greece,EL,GRC,10724599,2022-10-30,TESSy RESPISEVERE,2022-W43,2022-10-16,2022-10-22,0,12
Greece,EL,GRC,10724599,2022-10-23,TESSy RESPISEVERE,2022-W42,2022-10-09,2022-10-15,0,12
Greece,EL,GRC,10724599,2022-10-16,TESSy RESPISEVERE,2022-W41,2022-10-02,2022-10-08,0,12
Greece,EL,GRC,10724599,2022-10-09,TESSy RESPISEVERE,2022-W40,2022-09-25,2022-10-01,0,10
Greece,EL,GRC,10724599,2022-10-02,TESSy RESPISEVERE,2022-W39,2022-09-18,2022-09-24,0,10
Greece,EL,GRC,10724599,2022-09-25,TESSy RESPISEVERE,2022-W38,2022-09-11,2022-09-17,0,7
Greece,EL,GRC,10724599,2022-09-18,TESSy RESPISEVERE,2022-W37,2022-09-04,2022-09-10,0,7
Greece,EL,GRC,10724599,2022-09-11,TESSy RESPISEVERE,2022-W36,2022-08-28,2022-09-03,0,7
Greece,EL,GRC,10724599,2022-09-04,TESSy RESPISEVERE,2022-W35,2022-08-21,2022-08-27,0,9
Greece,EL,GRC,10724599,2022-08-28,TESSy RESPISEVERE,2022-W34,2022-08-14,2022-08-20,0,11
Greece,EL,GRC,10724599,2022-08-21,TESSy RESPISEVERE,2022-W33,2022-08-07,2022-08-13,0,14
Greece,EL,GRC,10724599,2022-08-14,TESSy RESPISEVERE,2022-W32,2022-07-31,2022-08-06,0,18
Greece,EL,GRC,10724599,2022-08-07,TESSy RESPISEVERE,2022-W31,2022-07-24,2022-07-30,0,22
Greece,EL,GRC,10724599,2022-07-31,TESSy RESPISEVERE,2022-W30,2022-07-17,2022-07-23,0,24
Greece,EL,GRC,10724599,2022-07-24,TESSy RESPISEVERE,2022-W29,2022-07-10,2022-07-16,0,26
Greece,EL,GRC,10724599,2022-07-17,TESSy RESPISEVERE,2022-W28,2022-07-03,2022-07-09,0,24
Greece,EL,GRC,10724599,2022-07-10,TESSy RESPISEVERE,2022-W27,2022-06-26,2022-07-02,0,21
Greece,EL,GRC,10724599,2022-07-03,TESSy RESPISEVERE,2022-W26,2022-06-19,2022-06-25,0,18
Greece,EL,GRC,10724599,2022-06-26,TESSy RESPISEVERE,2022-W25,2022-06-12,2022-06-18,0,13
Greece,EL,GRC,10724599,2022-06-19,TESSy RESPISEVERE,2022-W24,2022-06-05,2022-06-11,0,9
Greece,EL,GRC,10724599,2022-06-12,TESSy RESPISEVERE,2022-W23,2022-05-29,2022-06-04,0,6
Greece,EL,GRC,10724599,2022-06-05,TESSy RESPISEVERE,2022-W22,2022-05-22,2022-05-28,0,5
Greece,EL,GRC,10724599,2022-05-29,TESSy RESPISEVERE,2022-W21,2022-05-15,2022-05-21,0,5
Greece,EL,GRC,10724599,2022-05-22,TESSy RESPISEVERE,2022-W20,2022-05-08,2022-05-14,0,6
Greece,EL,GRC,10724599,2022-05-15,TESSy RESPISEVERE,2022-W19,2022-05-01,2022-05-07,0,7
